Wavelength_nm,CD_0,CD_100,CD_200,CD_300,CD_400,CD_500,CD_600,CD_700,CD_800,CD_900,CD_1000,CD_900,CD_800,CD_700,CD_600,CD_500,CD_400,CD_300,CD_200,CD_100,CD_0
304.955934218,1.0,0.9190161547673044,0.8445906927232819,0.7761924907788045,0.7133334382347932,0.6555649534734801,0.6024747827414044,0.5536840581792727,0.5088445941038716,0.4676364022474699,0.42976540822268616,0.4676364022474699,0.5088445941038716,0.5536840581792727,0.6024747827414044,0.6555649534734801,0.7133334382347932,0.7761924907788045,0.8445906927232819,0.9190161547673044,1.0
305.038161902,1.0,0.9261883033599478,0.8578247732807788,0.7945072713450564,0.7358633416542194,0.6815480199115032,0.6312418042201671,0.5846487756605488,0.5414948575905145,0.5015262034298952,0.4645077034452907,0.5015262034298952,0.5414948575905145,0.5846487756605488,0.6312418042201671,0.6815480199115032,0.7358633416542194,0.7945072713450564,0.8578247732807788,0.9261883033599478,1.0
305.120375699,1.0,0.9324322624581226,0.8694299240727733,0.8106845111519698,0.7559083928731883,0.7048333729778304,0.6572093766217083,0.6128032259520718,0.5713974984161264,0.5327894622110604,0.49679008366330546,0.5327894622110604,0.5713974984161264,0.6128032259520718,0.6572093766217083,0.7048333729778304,0.7559083928731883,0.8106845111519698,0.8694299240727733,0.9324322624581226,1.0
305.202575607,1.0,0.9376453877997311,0.8791788732621081,0.8243580155651798,0.7729554911904298,0.7247581512891822,0.6795661378265614,0.6371920548379516,0.5974601913614387,0.5602057928239977,0.5252743778601131,0.5602057928239977,0.5974601913614387,0.6371920548379516,0.6795661378265614,0.7247581512891822,0.7729554911904298,0.8243580155651798,0.8791788732621081,0.9376453877997311,1.0
305.284761625,1.0,0.9417325072188217,0.8868601151526482,0.8351849997950763,0.7865208638485683,0.7406922650920259,0.6975339838827017,0.6568904275121898,0.6186150692690983,0.582569920186133,0.5486250315671559,0.582569920186133,0.6186150692690983,0.6568904275121898,0.6975339838827017,0.7406922650920259,0.7865208638485683,0.8351849997950763,0.8868601151526482,0.9417325072188217,1.0
305.366933751,1.0,0.9445517793140634,0.8921780638053632,0.8427083776323319,0.7959816975354869,0.7518459287085728,0.7101574097317169,0.6707804449551596,0.6335868628114752,0.5984555986185943,0.5652723005156564,0.5984555986185943,0.6335868628114752,0.6707804449551596,0.7101574097317169,0.7518459287085728,0.7959816975354869,0.8427083776323319,0.8921780638053632,0.9445517793140634,1.0
305.449091984,1.0,0.9460198620173483,0.8949535793313227,0.84664386163095,0.8009419091579462,0.7577069543855118,0.7168058284373671,0.6781125509115491,0.6415079418455757,0.6068792546277847,0.5741198287241681,0.6068792546277847,0.6415079418455757,0.6781125509115491,0.7168058284373671,0.7577069543855118,0.8009419091579462,0.84664386163095,0.8949535793313227,0.9460198620173483,1.0
305.531236321,1.0,0.946060196031801,0.8950298945157298,0.8467521574598735,0.8010785120768384,0.7578684941722772,0.7169892161629504,0.6783149583958082,0.6417267825112414,0.6071121656614419,0.574364654458955,0.6071121656614419,0.6417267825112414,0.6783149583958082,0.7169892161629504,0.7578684941722772,0.8010785120768384,0.8467521574598735,0.8950298945157298,0.946060196031801,1.0
305.61336676,1.0,0.9445684226474377,0.8922095050626685,0.8427529248680958,0.7960378009241719,0.75191216998668,0.7102324923737304,0.6708631850344128,0.6336761805001915,0.5985505102843188,0.5653719113740779,0.5985505102843188,0.6336761805001915,0.6708631850344128,0.7102324923737304,0.75191216998668,0.7960378009241719,0.8427529248680958,0.8922095050626685,0.9445684226474377,1.0
305.695483301,1.0,0.9414088721547501,0.8862506645716786,0.8343242385808217,0.785440240453742,0.7394204109105129,0.6960969350834678,0.6553118305673058,0.616916371324032,0.580770545341958,0.5467425440710718,0.580770545341958,0.616916371324032,0.6553118305673058,0.6960969350834678,0.7394204109105129,0.785440240453742,0.8343242385808217,0.8862506645716786,0.9414088721547501,1.0
305.777585941,1.0,0.936721343965258,0.8774468762400791,0.8219232171697243,0.7699130206234727,0.7211939594147706,0.6755577749226297,0.6328093868517048,0.5927660593255598,0.5552566197484282,0.5201207270963538,0.5552566197484282,0.5927660593255598,0.6328093868517048,0.6755577749226297,0.7211939594147706,0.7699130206234727,0.8219232171697243,0.8774468762400791,0.936721343965258,1.0
305.859674679,1.0,0.9306475547237748,0.8661048711133413,0.8060383804359813,0.7501376477662577,0.698113767599912,0.6496978707358596,0.6046397347095709,0.5627064905962941,0.5236814195006378,0.48736283251254386,0.5236814195006378,0.5627064905962941,0.6046397347095709,0.6496978707358596,0.698113767599912,0.7501376477662577,0.8060383804359813,0.8661048711133413,0.9306475547237748,1.0
305.941749513,1.0,0.9235397202085096,0.8529256148028123,0.7877106836536603,0.7274821043867552,0.6718586191420417,0.6204881211421168,0.5730454257922943,0.5292302122029818,0.488765122103832,0.451394004115451,0.488765122103832,0.5292302122029818,0.5730454257922943,0.6204881211421168,0.6718586191420417,0.7274821043867552,0.7877106836536603,0.8529256148028123,0.9235397202085096,1.0
